source_file,vignette_id,window_id,condition,target_ifs_goal,expected_retrieval_theme,query_preview,response_preview,top_sources,parts_language,curiosity,non_pathologizing,ifs_alignment,ifs_adherence_score,grounding_score,failure_notes,reviewer
v009__v009_w3__hierarchical.json,V009,V009_W3,hierarchical,identify tension between caretaker and needy/vulnerable part,"polarization, unmet needs, compassionate witnessing","Client: Sad, actually. It seems exhausted. Coach: That sadness may help you stay connected to it with compassion. Client: There's definitely another part that wants someone to take care of me for once. Coach: That sounds like an important part too—one that may not get much room.","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy for Addictions :: SEC04 > 03 Addiction Polarity | Internal Family Systems Therapy for Addictions :: SEC04 > 04 Intervening | Internal Family Systems Therapy for Addictions :: SEC04 > 03 Addiction Polarity,,,,,,,,
v009__v009_w3__medium_overlap.json,V009,V009_W3,medium_overlap,identify tension between caretaker and needy/vulnerable part,"polarization, unmet needs, compassionate witnessing","Client: Sad, actually. It seems exhausted. Coach: That sadness may help you stay connected to it with compassion. Client: There's definitely another part that wants someone to take care of me for once. Coach: That sounds like an important part too—one that may not get much room.","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Transcending Trauma :: SEC03 > Neuroscience | Internal Family Systems Couple Therapy :: SEC02 > PT03 > Intrapsychic | Internal Family Systems Couple Therapy :: SEC02 > PT03 > P3 Ending,,,,,,,,
v009__v009_w3__small_fixed.json,V009,V009_W3,small_fixed,identify tension between caretaker and needy/vulnerable part,"polarization, unmet needs, compassionate witnessing","Client: Sad, actually. It seems exhausted. Coach: That sadness may help you stay connected to it with compassion. Client: There's definitely another part that wants someone to take care of me for once. Coach: That sounds like an important part too—one that may not get much room.","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy for Addictions :: SEC04 > 12 Exile | Internal Family Systems Skills Training Manual :: SEC01 > Manual Intro | Internal Family Systems Skills Training Manual :: SEC03 > Manual Treatment,,,,,,,,
v010__v010_w1__hierarchical.json,V010,V010_W1,hierarchical,"identify reactive anger as a part, not the whole self","firefighters, reactive protectors, overwhelm",Client: I snapped at my sister yesterday and immediately felt horrible afterward. Coach: What was happening inside right before you snapped? Client: I felt cornered. Like everything in me got hot at once. Coach: It sounds like a reactive part may have taken over quickly.,"[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy for Addictions :: SEC04 > 04 Intervening | Internal Family Systems Therapy for Addictions :: SEC04 > 10 Reorienting Firefighters | Internal Family Systems Therapy for Addictions :: SEC04 > 10 Reorienting Firefighters,,,,,,,,
v010__v010_w1__medium_overlap.json,V010,V010_W1,medium_overlap,"identify reactive anger as a part, not the whole self","firefighters, reactive protectors, overwhelm",Client: I snapped at my sister yesterday and immediately felt horrible afterward. Coach: What was happening inside right before you snapped? Client: I felt cornered. Like everything in me got hot at once. Coach: It sounds like a reactive part may have taken over quickly.,"[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC03 > Relational | Internal Family Systems Couple Therapy :: SEC03 > Relational | Internal Family Systems Therapy: New Dimensions :: CH04 > Couples,,,,,,,,
v010__v010_w1__small_fixed.json,V010,V010_W1,small_fixed,"identify reactive anger as a part, not the whole self","firefighters, reactive protectors, overwhelm",Client: I snapped at my sister yesterday and immediately felt horrible afterward. Coach: What was happening inside right before you snapped? Client: I felt cornered. Like everything in me got hot at once. Coach: It sounds like a reactive part may have taken over quickly.,"[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC03 > Relational | Internal Family Systems Therapy :: PT01 > 01 Origins | Internal Family Systems Therapy: New Dimensions :: CH04 > Couples,,,,,,,,
v010__v010_w2__hierarchical.json,V010,V010_W2,hierarchical,map multiple parts and identify positive intent of anger,"firefighters, critics, protectors after activation","Client: Yes, and then right after that another part attacked me for losing control. Coach: So there may be one part that explodes and another that criticizes afterward. Client: That sounds right. The anger feels fast and protective, and the critic is merciless. Coach: What do you think the angry par...","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy for Addictions :: SEC04 > 01 Therapist Role | Internal Family Systems Therapy for Addictions :: SEC04 > 10 Reorienting Firefighters | Internal Family Systems Therapy for Addictions :: SEC04 > 04 Intervening,,,,,,,,
v010__v010_w2__medium_overlap.json,V010,V010_W2,medium_overlap,map multiple parts and identify positive intent of anger,"firefighters, critics, protectors after activation","Client: Yes, and then right after that another part attacked me for losing control. Coach: So there may be one part that explodes and another that criticizes afterward. Client: That sounds right. The anger feels fast and protective, and the critic is merciless. Coach: What do you think the angry par...","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy: New Dimensions :: CH04 > Couples | Internal Family Systems Couple Therapy :: SEC03 > Relational | Internal Family Systems Skills Training Manual :: SEC03 > Manual Treatment,,,,,,,,
v010__v010_w2__small_fixed.json,V010,V010_W2,small_fixed,map multiple parts and identify positive intent of anger,"firefighters, critics, protectors after activation","Client: Yes, and then right after that another part attacked me for losing control. Coach: So there may be one part that explodes and another that criticizes afterward. Client: That sounds right. The anger feels fast and protective, and the critic is merciless. Coach: What do you think the angry par...","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC03 > Relational | Internal Family Systems Skills Training Manual :: SEC03 > Manual Treatment | Internal Family Systems Therapy: New Dimensions :: CH02 > Shame,,,,,,,,
v010__v010_w3__hierarchical.json,V010,V010_W3,hierarchical,connect angry protector to vulnerable part and support unblending,"exiles beneath anger, Self vs parts, compassionate reframing",Client: Maybe the part of me that felt overwhelmed and unheard. Coach: That gives us a different way to understand the anger. Client: I usually just think it means I'm a bad person. Coach: It may help to separate your Self from the parts involved.,"[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy for Addictions :: SEC04 > 09 Befriending Managers | Internal Family Systems Therapy for Addictions :: SEC04 > 09 Befriending Managers | Internal Family Systems Therapy for Addictions :: SEC04 > 02 Agenda,,,,,,,,
v010__v010_w3__medium_overlap.json,V010,V010_W3,medium_overlap,connect angry protector to vulnerable part and support unblending,"exiles beneath anger, Self vs parts, compassionate reframing",Client: Maybe the part of me that felt overwhelmed and unheard. Coach: That gives us a different way to understand the anger. Client: I usually just think it means I'm a bad person. Coach: It may help to separate your Self from the parts involved.,"[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC02 > PT03 > Communication | Transcending Trauma :: SEC03 > Neuroscience | Internal Family Systems Couple Therapy :: SEC02 > PT03 > Intrapsychic,,,,,,,,
v010__v010_w3__small_fixed.json,V010,V010_W3,small_fixed,connect angry protector to vulnerable part and support unblending,"exiles beneath anger, Self vs parts, compassionate reframing",Client: Maybe the part of me that felt overwhelmed and unheard. Coach: That gives us a different way to understand the anger. Client: I usually just think it means I'm a bad person. Coach: It may help to separate your Self from the parts involved.,"[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC03 > Relational | Internal Family Systems Therapy :: PT01 > 01 Origins | Transcending Trauma :: SEC02 > Protective Parts,,,,,,,,
v011__v011_w1__hierarchical.json,V011,V011_W1,hierarchical,identify polarized parts,"polarization, conflicting managers, internal conflict","Client: Part of me wants to leave my job, and another part thinks that would be irresponsible. Coach: What do you notice about each side of that conflict? Client: One feels energized and hopeful, and the other feels tense and warning me not to be reckless. Coach: It sounds like those parts have very...","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy for Addictions :: SEC04 > 03 Addiction Polarity | Internal Family Systems Therapy for Addictions :: SEC04 > 05 Deescalating | Internal Family Systems Therapy for Addictions :: SEC04 > 03 Addiction Polarity,,,,,,,,
v011__v011_w1__medium_overlap.json,V011,V011_W1,medium_overlap,identify polarized parts,"polarization, conflicting managers, internal conflict","Client: Part of me wants to leave my job, and another part thinks that would be irresponsible. Coach: What do you notice about each side of that conflict? Client: One feels energized and hopeful, and the other feels tense and warning me not to be reckless. Coach: It sounds like those parts have very...","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy for Addictions :: SEC04 > 03 Addiction Polarity | Internal Family Systems Therapy for Addictions :: SEC03 > Assesment | Internal Family Systems Couple Therapy :: SEC02 > PT01 > P1 Learning,,,,,,,,
v011__v011_w1__small_fixed.json,V011,V011_W1,small_fixed,identify polarized parts,"polarization, conflicting managers, internal conflict","Client: Part of me wants to leave my job, and another part thinks that would be irresponsible. Coach: What do you notice about each side of that conflict? Client: One feels energized and hopeful, and the other feels tense and warning me not to be reckless. Coach: It sounds like those parts have very...","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Transcending Trauma :: SEC06 > Assoc Features Trauma | Internal Family Systems Couple Therapy :: SEC03 > Relational | Internal Family Systems Therapy for Addictions :: SEC04 > 03 Addiction Polarity,,,,,,,,
v011__v011_w2__hierarchical.json,V011,V011_W2,hierarchical,clarify the fears and hopes of polarized parts,"polarization, protector fears, burdens beneath conflict","Client: Yes, and they keep fighting inside me. Coach: If you focus on the cautious one, what does it seem most afraid of? Client: Making a terrible mistake and losing stability. Coach: And if you focus on the hopeful one, what is it longing for?","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy for Addictions :: SEC04 > 09 Befriending Managers | Internal Family Systems Therapy for Addictions :: SEC04 > 09 Befriending Managers | Internal Family Systems Therapy for Addictions :: SEC04 > 03 Addiction Polarity,,,,,,,,
v011__v011_w2__medium_overlap.json,V011,V011_W2,medium_overlap,clarify the fears and hopes of polarized parts,"polarization, protector fears, burdens beneath conflict","Client: Yes, and they keep fighting inside me. Coach: If you focus on the cautious one, what does it seem most afraid of? Client: Making a terrible mistake and losing stability. Coach: And if you focus on the hopeful one, what is it longing for?","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC02 > PT03 > Intrapsychic | Internal Family Systems Couple Therapy :: SEC02 > PT03 > P3 Ending | Internal Family Systems Couple Therapy :: SEC02 > PT03 > Communication,,,,,,,,
v011__v011_w2__small_fixed.json,V011,V011_W2,small_fixed,clarify the fears and hopes of polarized parts,"polarization, protector fears, burdens beneath conflict","Client: Yes, and they keep fighting inside me. Coach: If you focus on the cautious one, what does it seem most afraid of? Client: Making a terrible mistake and losing stability. Coach: And if you focus on the hopeful one, what is it longing for?","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Transcending Trauma :: SEC06 > Assoc Features Trauma | Internal Family Systems Couple Therapy :: SEC02 > PT03 > P3 Ending | Internal Family Systems Couple Therapy :: SEC02 > PT03 > Communication,,,,,,,,
v011__v011_w3__hierarchical.json,V011,V011_W3,hierarchical,reinforce non-forcing stance and understanding of both parts,"polarization, Self-led curiosity, non-pathologizing internal conflict","Client: Freedom. Meaning. Feeling alive again. Coach: That gives us a clearer picture of the polarization. Client: I usually feel pressured to choose one and get rid of the other. Coach: In IFS, we would want to understand both before forcing an outcome.","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy: New Dimensions :: CH01 > Therapist Client Relationship And Power Of Self | Internal Family Systems Therapy: New Dimensions :: CH01 > Therapist Client Relationship And Power Of Self | Internal Family Systems Therapy for Addictions :: SEC04 > 04 Intervening,,,,,,,,
v011__v011_w3__medium_overlap.json,V011,V011_W3,medium_overlap,reinforce non-forcing stance and understanding of both parts,"polarization, Self-led curiosity, non-pathologizing internal conflict","Client: Freedom. Meaning. Feeling alive again. Coach: That gives us a clearer picture of the polarization. Client: I usually feel pressured to choose one and get rid of the other. Coach: In IFS, we would want to understand both before forcing an outcome.","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy: New Dimensions :: CH01 > Therapist Client Relationship And Power Of Self | Internal Family Systems Therapy :: PT01 > 01 Origins | Internal Family Systems Therapy for Addictions :: SEC01 > Overview,,,,,,,,
v011__v011_w3__small_fixed.json,V011,V011_W3,small_fixed,reinforce non-forcing stance and understanding of both parts,"polarization, Self-led curiosity, non-pathologizing internal conflict","Client: Freedom. Meaning. Feeling alive again. Coach: That gives us a clearer picture of the polarization. Client: I usually feel pressured to choose one and get rid of the other. Coach: In IFS, we would want to understand both before forcing an outcome.","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Therapy: New Dimensions :: CH01 > Therapist Client Relationship And Power Of Self | Internal Family Systems Therapy: New Dimensions :: CH01 > Therapist Client Relationship And Power Of Self | Internal Family Systems Therapy :: PT01 > 01 Origins,,,,,,,,
v012__v012_w1__hierarchical.json,V012,V012_W1,hierarchical,connect somatic constriction to a protector,"somatic parts, body-based protectors, constriction as protection","Client: When conversations get emotional, my chest tightens and my throat closes up. Coach: As you notice that tightening now, does it feel like it might be carrying some protective energy? Client: Yes, it feels like something is bracing hard. Coach: What do you sense that bracing part might be tryi...","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC04 > Challenges | Internal Family Systems Therapy for Addictions :: SEC04 > 02 Agenda | Internal Family Systems Couple Therapy :: SEC04 > Challenges,,,,,,,,
v012__v012_w1__medium_overlap.json,V012,V012_W1,medium_overlap,connect somatic constriction to a protector,"somatic parts, body-based protectors, constriction as protection","Client: When conversations get emotional, my chest tightens and my throat closes up. Coach: As you notice that tightening now, does it feel like it might be carrying some protective energy? Client: Yes, it feels like something is bracing hard. Coach: What do you sense that bracing part might be tryi...","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC02 > PT01 > P1 Learning | Internal Family Systems Skills Training Manual :: SEC03 > Manual Treatment | Internal Family Systems Skills Training Manual :: SEC02 > Manual Assesment,,,,,,,,
v012__v012_w1__small_fixed.json,V012,V012_W1,small_fixed,connect somatic constriction to a protector,"somatic parts, body-based protectors, constriction as protection","Client: When conversations get emotional, my chest tightens and my throat closes up. Coach: As you notice that tightening now, does it feel like it might be carrying some protective energy? Client: Yes, it feels like something is bracing hard. Coach: What do you sense that bracing part might be tryi...","[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC02 > PT01 > P1 Learning | Internal Family Systems Couple Therapy :: SEC02 > PT03 > Communication | Internal Family Systems Skills Training Manual :: SEC03 > Manual Treatment,,,,,,,,
v012__v012_w2__hierarchical.json,V012,V012_W2,hierarchical,validate protective somatic response and invite curiosity,"somatic protection, fear of exposure, compassion toward protectors",Client: Crying. Falling apart. Letting too much show. Coach: So the tightness may be protecting you from feeling too exposed. Client: That actually makes sense. I usually just fight it. Coach: It may help to get curious about it first rather than trying to force it away.,"[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Transcending Trauma :: SEC02 > Protective Parts | Transcending Trauma :: SEC02 > Protective Parts | Transcending Trauma :: SEC05 > Reactions Relational Trauma,,,,,,,,
v012__v012_w2__medium_overlap.json,V012,V012_W2,medium_overlap,validate protective somatic response and invite curiosity,"somatic protection, fear of exposure, compassion toward protectors",Client: Crying. Falling apart. Letting too much show. Coach: So the tightness may be protecting you from feeling too exposed. Client: That actually makes sense. I usually just fight it. Coach: It may help to get curious about it first rather than trying to force it away.,"[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Couple Therapy :: SEC02 > PT03 > Intrapsychic | Transcending Trauma :: SEC06 > Assoc Features Trauma | Transcending Trauma :: SEC06 > Assoc Features Trauma,,,,,,,,
v012__v012_w2__small_fixed.json,V012,V012_W2,small_fixed,validate protective somatic response and invite curiosity,"somatic protection, fear of exposure, compassion toward protectors",Client: Crying. Falling apart. Letting too much show. Coach: So the tightness may be protecting you from feeling too exposed. Client: That actually makes sense. I usually just fight it. Coach: It may help to get curious about it first rather than trying to force it away.,"[MOCK OUTPUT] An IFS-informed coach might approach this by assuming that the conflicting or extreme behaviors make sense from the perspective of parts that are trying to protect the person from something more vulnerable. Rather than trying to eliminate the behavior or argue with the part, the coach would stay curious about what the part fears would happen if it did not do this job, and what pain, shame, or overwhelm it may be trying to prevent. The coach would also want to help the person notice...",Internal Family Systems Skills Training Manual :: SEC01 > Manual Intro | Transcending Trauma :: SEC02 > Protective Parts | Transcending Trauma :: SEC02 > Protective Parts,,,,,,,,
